job_title,skills
"Sr. Technical Program Management, RISC","creativity, interpersonal, leadership"
"Sr. Technical Program Manager, Mechatronics & Sustainable Packaging","collaboration, innovation, leadership, organization, sql, writing"
"Sr. Technical Program Manager, Project Kuiper","express, hardware, initiative, leadership, planning"
Sr. Technical Sourcer - Contract,"creativity, innovation"
Sr. Technical(Data/ETL) Analyst : healthcare insurance payer experience Must,"agile, interpersonal, leadership, listening, sql, teamwork"
Sr. Web Growth Marketer,"organization, react, testing"
Sr. Wireless Network Engineer (ONSITE),"automation, communication, hardware, leadership, testing"
Sr. iOS Developer,"agile, flexibility, swift, writing"
"Sr/Research Associate, Reagent QC Dev","automation, collaboration, communication, programming, testing"
Staff Accountant,"collaboration, communication, organization, teamwork"
"Staff Application Engineer, Signoff","collaboration, communication"
Staff Backend Engineer,debugging
Staff Backend Engineer - Video,"communication, interpersonal, motivation, planning"
Staff CXO Business Systems Analyst  - Strategic Partnerships ,"agile, automation, communication, go"
"Staff Data Scientist, Ecosystem","algorithms, communication, leadership, scripting, sql, tensorflow"
"Staff Design Engineer, Spectrum","communication, creativity, css, flexibility, leadership, node.js, planning, presentation"
"Staff Engineer, Software Test (R2577)","c++, collaboration, communication, debugging, innovation, testing"
Staff Front-End Product Engineer,"communication, interpersonal, leadership, motivation, planning"
Staff Frontend Developer,"collaboration, communication, go, javascript, react, testing"
"Staff Frontend Engineer, Interface Architecture","creativity, programming, react, writing"
Staff Machine Learning Engineer,"automation, collaboration, creativity, innovation, leadership, testing"
Staff Machine Learning Engineer (Customer Identity),"automation, communication, docker, flexibility, leadership, organization, python, sql, writing"
Staff Mechanical Engineer 2,"creativity, initiative, innovation, interpersonal, programming, testing"
Staff Operations Engineer,"innovation, javascript, nosql, programming, python"
"Staff Pharmacist, Fulfillment- Amazon Pharmacy","communication, innovation, interpersonal"
"Staff Product Manager - Pricing Strategy, Monetization, and Analytics","communication, decision-making, flexibility, sql, writing"
"Staff Product Manager, Ads","innovation, leadership"
"Staff Product Manager, Next Gen Analytics",", communication"
"Staff Product Manager, Reporting Platform","blockchain, communication, empathy, go, interpersonal, leadership, organization"
"Staff Product Manager, Talent Suite","communication, organization, planning"
Staff Product Marketing Manager,"communication, go, innovation"
Staff Program Manager - New Routes to Market,"collaboration, communication, interpersonal, leadership"
Staff Sales Operations Manager,"innovation, leadership, organization, presentation"
Staff Security Engineer,"automation, communication, cybersecurity, programming, scripting, testing"
"Staff Security Engineer, Enterprise Security","automation, collaboration, scripting, software-development"
Staff Site Reliability Engineer,"automation, collaboration, communication, containerization, innovation, leadership, problem-solving, scripting"
Staff Site Reliability Engineer (Remote),"flexibility, leadership, organization, perl, programming"
Staff Software Engineer,"agile, automation, communication, containerization, css, devops, docker, flexibility, innovation, leadership, programming, python, spark, sql, testing"
Staff Software Engineer - AI Security,"devops, python"
Staff Software Engineer - Backend (Data & Classification),"cybersecurity, innovation, java, jenkins, programming, sql, testing"
Staff Software Engineer - Ground Software,"communication, kubernetes, testing, writing"
Staff Software Engineer - Interactive Computing,"automation, communication, interpersonal, problem-solving, python, react, writing"
Staff Software Engineer - Python,"communication, leadership, nosql, organization, programming, python, terraform"
Staff Software Engineer - UI,"css, debugging, devops, docker, html, innovation, leadership, node.js, testing"
"Staff Software Engineer, APEX","agile, automation, devops, javascript, leadership, planning, programming, testing"
"Staff Software Engineer, Backend (Ruby)","java, kubernetes"
"Staff Software Engineer, Backend (Software Delivery)","collaboration, java"
"Staff Software Engineer, Cloud Platform","agile, collaboration, devops, organization"
"Staff Software Engineer, Database Infrastructure",collaboration
"Staff Software Engineer, Full-Stack (Ruby)","react, ruby, typescript"
"Staff Software Engineer, ML Serving Platform","hardware, python"
Staff Technical Program Manager,"agile, collaboration, communication, leadership, organization, planning"
Staff UX Researcher,"communication, listening"
Staff/ Principal Applied Scientist,"communication, decision-making, leadership, nosql, python, sql, testing, writing"
"State and Local Government Account Executive - Maryland and Washington, D.C.","communication, flexibility, hardware, organization"
Storage Engineer L3 ,planning
Storage Software Engineer with Infrastructure,"java, python, scripting"
"Strategic Account Development Executive, Bbot","empathy, go, initiative, innovation"
Strategic Account Executive,"communication, hardware, interpersonal, planning, presentation"
Strategic Account Executive (SLED),"collaboration, creativity, networking"
Strategic Account Executive - Financial Services,"innovation, spark"
"Strategic Account Executive, EUC by Broadcom - Arizona","collaboration, innovation"
Strategic Account Manager - Tulsa,"communication, organization"
Strategic Alliances- Partner Development Manager,"collaboration, communication, innovation, leadership, presentation"
"Strategic Customer Success Manager (Remote, West Coast)","communication, go, leadership, organization"
Strategic Finance Analyst,"communication, decision-making, innovation, interpersonal, leadership, organization, sql"
Strategic Finance Senior Analyst,"automation, collaboration, communication, decision-making, javascript, planning, problem-solving, writing"
"Strategic Finance, R&D",leadership
Strategic Financial Director ,"communication, decision-making, leadership"
Strategic Marketing Manager-Life Sciences,"automation, leadership"
Strategic Partner Manager,leadership
Strategic Solutions Lead - Global Services,"collaboration, decision-making, empathy, flexibility, innovation, leadership, organization"
"Strategic Sourcing Lead, Go To Market","communication, initiative, innovation, interpersonal, leadership, negotiation, organization, problem-solving"
Strategic Sourcing Manager – Corporate Services,"collaboration, communication, empathy, interpersonal, leadership, negotiation, organization, presentation, writing"
"Strategic Supply Chain Mgr , Amazon Vendor Services - Consumables","communication, interpersonal, leadership, problem-solving, sql"
"Strategy & Operations, Retention",initiative
"Strategy and Analytics, Telemedicine","initiative, leadership, r, sql"
Structural Analyst,
Structural Engineer,"communication, interpersonal, problem-solving"
Structural Engineer III,
Student Safety Specialist (Content Reviewer),collaboration
Students Implementing AI,creativity
Sub Regional EHS Manager,"communication, leadership, organization"
Success Guide,"communication, presentation"
"Success Manager, Account Success","collaboration, communication, flexibility, innovation, organization, presentation"
Summer Mail Specialist,
Summer Sales Intern,"automation, flexibility, leadership, organization, testing, writing"
Summer Sales Internship (Dec '24/May '25 Grads),"automation, flexibility, leadership"
Supervisor Non Clinical Operations,"communication, innovation, leadership, organization, problem-solving"
"Supervisor, Events","communication, flexibility, organization, planning, problem-solving, teamwork"
"Supply Base Manufacturing Engineer, Supply Chain Engineering and Operations","communication, programming"
Supply Chain Architect,"agile, communication, interpersonal, problem-solving"
"Supply Chain Manager , Sales and Operations Planning","leadership, organization, planning, sql"
"Supply Chain Manager II, Speed Team","automation, decision-making, leadership, organization, planning, sql"
"Supply Chain Manager, Engineering Capacity Planning, NASC Engineering","automation, leadership, planning"
Support Analyst,"collaboration, communication, organization, problem-solving"
